[2016-02-17 10:49:02,899][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[2016-02-17 11:00:55,554][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1; args=(1,)
[2016-02-17 11:00:55,555][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `cmdb_app`.`id`, `cmdb_app`.`app_name`, `cmdb_app`.`upload_path`, `cmdb_app`.`app_path`, `cmdb_app`.`backup_path`, `cmdb_app`.`start_script_path`, `cmdb_app`.`stop_script_path`, `cmdb_app`.`publish_date`, `cmdb_app`.`war_file`, `cmdb_app`.`war_file_path`, `cmdb_app`.`task_id`, `cmdb_app`.`rollback_status` FROM `cmdb_app` WHERE `cmdb_app`.`task_id` = 1068; args=(1068,)
[2016-02-17 11:00:55,555][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `cmdb_tasklog`.`id`, `cmdb_tasklog`.`task_type`, `cmdb_tasklog`.`total_count`, `cmdb_tasklog`.`complete_count` FROM `cmdb_tasklog` WHERE `cmdb_tasklog`.`id` = 1068; args=(1068,)
[2016-02-17 11:00:55,556][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `cmdb_logger`.`id`, `cmdb_logger`.`happened_time`, `cmdb_logger`.`operation`, `cmdb_logger`.`server_id`, `cmdb_logger`.`username`, `cmdb_logger`.`status`, `cmdb_logger`.`description`, `cmdb_logger`.`task_id` FROM `cmdb_logger` WHERE `cmdb_logger`.`task_id` = 1068 LIMIT 1; args=(1068,)
[2016-02-17 11:00:55,557][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT COUNT(*) AS `__count` FROM `cmdb_logger` WHERE `cmdb_logger`.`task_id` = 1068; args=(1068,)
[2016-02-17 11:00:56,020][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[2016-02-17 11:00:56,021][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[2016-02-17 11:00:56,021][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'sa7rsjv29vgz7xaoqs8g527z3isb5z1h' AND `django_session`.`expire_date` > '2016-02-17 03:00:56'); args=('sa7rsjv29vgz7xaoqs8g527z3isb5z1h', u'2016-02-17 03:00:56')
[2016-02-17 11:00:56,022][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1; args=(1,)
[2016-02-17 11:00:56,023][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `cmdb_app`.`id`, `cmdb_app`.`app_name`, `cmdb_app`.`upload_path`, `cmdb_app`.`app_path`, `cmdb_app`.`backup_path`, `cmdb_app`.`start_script_path`, `cmdb_app`.`stop_script_path`, `cmdb_app`.`publish_date`, `cmdb_app`.`war_file`, `cmdb_app`.`war_file_path`, `cmdb_app`.`task_id`, `cmdb_app`.`rollback_status` FROM `cmdb_app` WHERE `cmdb_app`.`task_id` = 1068; args=(1068,)
[2016-02-17 11:00:56,024][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `cmdb_tasklog`.`id`, `cmdb_tasklog`.`task_type`, `cmdb_tasklog`.`total_count`, `cmdb_tasklog`.`complete_count` FROM `cmdb_tasklog` WHERE `cmdb_tasklog`.`id` = 1068; args=(1068,)
[2016-02-17 11:00:56,025][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `cmdb_logger`.`id`, `cmdb_logger`.`happened_time`, `cmdb_logger`.`operation`, `cmdb_logger`.`server_id`, `cmdb_logger`.`username`, `cmdb_logger`.`status`, `cmdb_logger`.`description`, `cmdb_logger`.`task_id` FROM `cmdb_logger` WHERE `cmdb_logger`.`task_id` = 1068 LIMIT 1; args=(1068,)
[2016-02-17 11:00:56,026][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT COUNT(*) AS `__count` FROM `cmdb_logger` WHERE `cmdb_logger`.`task_id` = 1068; args=(1068,)
[2016-02-17 11:00:56,533][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[2016-02-17 11:00:56,534][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[2016-02-17 11:00:56,534][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'sa7rsjv29vgz7xaoqs8g527z3isb5z1h' AND `django_session`.`expire_date` > '2016-02-17 03:00:56'); args=('sa7rsjv29vgz7xaoqs8g527z3isb5z1h', u'2016-02-17 03:00:56')
[2016-02-17 11:00:56,535][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1; args=(1,)
[2016-02-17 11:00:56,536][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `cmdb_app`.`id`, `cmdb_app`.`app_name`, `cmdb_app`.`upload_path`, `cmdb_app`.`app_path`, `cmdb_app`.`backup_path`, `cmdb_app`.`start_script_path`, `cmdb_app`.`stop_script_path`, `cmdb_app`.`publish_date`, `cmdb_app`.`war_file`, `cmdb_app`.`war_file_path`, `cmdb_app`.`task_id`, `cmdb_app`.`rollback_status` FROM `cmdb_app` WHERE `cmdb_app`.`task_id` = 1068; args=(1068,)
[2016-02-17 11:00:56,537][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `cmdb_tasklog`.`id`, `cmdb_tasklog`.`task_type`, `cmdb_tasklog`.`total_count`, `cmdb_tasklog`.`complete_count` FROM `cmdb_tasklog` WHERE `cmdb_tasklog`.`id` = 1068; args=(1068,)
[2016-02-17 11:00:56,538][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `cmdb_logger`.`id`, `cmdb_logger`.`happened_time`, `cmdb_logger`.`operation`, `cmdb_logger`.`server_id`, `cmdb_logger`.`username`, `cmdb_logger`.`status`, `cmdb_logger`.`description`, `cmdb_logger`.`task_id` FROM `cmdb_logger` WHERE `cmdb_logger`.`task_id` = 1068 LIMIT 1; args=(1068,)
[2016-02-17 11:00:56,539][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT COUNT(*) AS `__count` FROM `cmdb_logger` WHERE `cmdb_logger`.`task_id` = 1068; args=(1068,)
[2016-02-17 11:00:57,014][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[2016-02-17 11:00:57,015][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[2016-02-17 11:00:57,015][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'sa7rsjv29vgz7xaoqs8g527z3isb5z1h' AND `django_session`.`expire_date` > '2016-02-17 03:00:57'); args=('sa7rsjv29vgz7xaoqs8g527z3isb5z1h', u'2016-02-17 03:00:57')
[2016-02-17 11:00:57,017][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1; args=(1,)
[2016-02-17 11:00:57,018][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `cmdb_app`.`id`, `cmdb_app`.`app_name`, `cmdb_app`.`upload_path`, `cmdb_app`.`app_path`, `cmdb_app`.`backup_path`, `cmdb_app`.`start_script_path`, `cmdb_app`.`stop_script_path`, `cmdb_app`.`publish_date`, `cmdb_app`.`war_file`, `cmdb_app`.`war_file_path`, `cmdb_app`.`task_id`, `cmdb_app`.`rollback_status` FROM `cmdb_app` WHERE `cmdb_app`.`task_id` = 1068; args=(1068,)
[2016-02-17 11:00:57,018][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `cmdb_tasklog`.`id`, `cmdb_tasklog`.`task_type`, `cmdb_tasklog`.`total_count`, `cmdb_tasklog`.`complete_count` FROM `cmdb_tasklog` WHERE `cmdb_tasklog`.`id` = 1068; args=(1068,)
[2016-02-17 11:00:57,019][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `cmdb_logger`.`id`, `cmdb_logger`.`happened_time`, `cmdb_logger`.`operation`, `cmdb_logger`.`server_id`, `cmdb_logger`.`username`, `cmdb_logger`.`status`, `cmdb_logger`.`description`, `cmdb_logger`.`task_id` FROM `cmdb_logger` WHERE `cmdb_logger`.`task_id` = 1068 LIMIT 1; args=(1068,)
[2016-02-17 11:00:57,020][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT COUNT(*) AS `__count` FROM `cmdb_logger` WHERE `cmdb_logger`.`task_id` = 1068; args=(1068,)
[2016-02-17 11:00:57,510][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[2016-02-17 11:00:57,510][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[2016-02-17 11:00:57,511][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'sa7rsjv29vgz7xaoqs8g527z3isb5z1h' AND `django_session`.`expire_date` > '2016-02-17 03:00:57'); args=('sa7rsjv29vgz7xaoqs8g527z3isb5z1h', u'2016-02-17 03:00:57')
[2016-02-17 11:00:57,512][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1; args=(1,)
[2016-02-17 11:00:57,513][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `cmdb_app`.`id`, `cmdb_app`.`app_name`, `cmdb_app`.`upload_path`, `cmdb_app`.`app_path`, `cmdb_app`.`backup_path`, `cmdb_app`.`start_script_path`, `cmdb_app`.`stop_script_path`, `cmdb_app`.`publish_date`, `cmdb_app`.`war_file`, `cmdb_app`.`war_file_path`, `cmdb_app`.`task_id`, `cmdb_app`.`rollback_status` FROM `cmdb_app` WHERE `cmdb_app`.`task_id` = 1068; args=(1068,)
[2016-02-17 11:00:57,513][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `cmdb_tasklog`.`id`, `cmdb_tasklog`.`task_type`, `cmdb_tasklog`.`total_count`, `cmdb_tasklog`.`complete_count` FROM `cmdb_tasklog` WHERE `cmdb_tasklog`.`id` = 1068; args=(1068,)
[2016-02-17 11:00:57,514][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `cmdb_logger`.`id`, `cmdb_logger`.`happened_time`, `cmdb_logger`.`operation`, `cmdb_logger`.`server_id`, `cmdb_logger`.`username`, `cmdb_logger`.`status`, `cmdb_logger`.`description`, `cmdb_logger`.`task_id` FROM `cmdb_logger` WHERE `cmdb_logger`.`task_id` = 1068 LIMIT 1; args=(1068,)
[2016-02-17 11:00:57,515][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT COUNT(*) AS `__count` FROM `cmdb_logger` WHERE `cmdb_logger`.`task_id` = 1068; args=(1068,)
[2016-02-17 11:00:58,028][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[2016-02-17 11:00:58,029][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[2016-02-17 11:00:58,029][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'sa7rsjv29vgz7xaoqs8g527z3isb5z1h' AND `django_session`.`expire_date` > '2016-02-17 03:00:58'); args=('sa7rsjv29vgz7xaoqs8g527z3isb5z1h', u'2016-02-17 03:00:58')
[2016-02-17 11:00:58,030][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1; args=(1,)
[2016-02-17 11:00:58,031][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `cmdb_app`.`id`, `cmdb_app`.`app_name`, `cmdb_app`.`upload_path`, `cmdb_app`.`app_path`, `cmdb_app`.`backup_path`, `cmdb_app`.`start_script_path`, `cmdb_app`.`stop_script_path`, `cmdb_app`.`publish_date`, `cmdb_app`.`war_file`, `cmdb_app`.`war_file_path`, `cmdb_app`.`task_id`, `cmdb_app`.`rollback_status` FROM `cmdb_app` WHERE `cmdb_app`.`task_id` = 1068; args=(1068,)
[2016-02-17 11:00:58,032][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `cmdb_tasklog`.`id`, `cmdb_tasklog`.`task_type`, `cmdb_tasklog`.`total_count`, `cmdb_tasklog`.`complete_count` FROM `cmdb_tasklog` WHERE `cmdb_tasklog`.`id` = 1068; args=(1068,)
[2016-02-17 11:00:58,033][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `cmdb_logger`.`id`, `cmdb_logger`.`happened_time`, `cmdb_logger`.`operation`, `cmdb_logger`.`server_id`, `cmdb_logger`.`username`, `cmdb_logger`.`status`, `cmdb_logger`.`description`, `cmdb_logger`.`task_id` FROM `cmdb_logger` WHERE `cmdb_logger`.`task_id` = 1068 LIMIT 1; args=(1068,)
[2016-02-17 11:00:58,034][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT COUNT(*) AS `__count` FROM `cmdb_logger` WHERE `cmdb_logger`.`task_id` = 1068; args=(1068,)
[2016-02-17 11:00:58,509][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[2016-02-17 11:00:58,510][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[2016-02-17 11:00:58,510][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'sa7rsjv29vgz7xaoqs8g527z3isb5z1h' AND `django_session`.`expire_date` > '2016-02-17 03:00:58'); args=('sa7rsjv29vgz7xaoqs8g527z3isb5z1h', u'2016-02-17 03:00:58')
[2016-02-17 11:00:58,511][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1; args=(1,)
[2016-02-17 11:00:58,512][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `cmdb_app`.`id`, `cmdb_app`.`app_name`, `cmdb_app`.`upload_path`, `cmdb_app`.`app_path`, `cmdb_app`.`backup_path`, `cmdb_app`.`start_script_path`, `cmdb_app`.`stop_script_path`, `cmdb_app`.`publish_date`, `cmdb_app`.`war_file`, `cmdb_app`.`war_file_path`, `cmdb_app`.`task_id`, `cmdb_app`.`rollback_status` FROM `cmdb_app` WHERE `cmdb_app`.`task_id` = 1068; args=(1068,)
[2016-02-17 11:00:58,513][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `cmdb_tasklog`.`id`, `cmdb_tasklog`.`task_type`, `cmdb_tasklog`.`total_count`, `cmdb_tasklog`.`complete_count` FROM `cmdb_tasklog` WHERE `cmdb_tasklog`.`id` = 1068; args=(1068,)
[2016-02-17 11:00:58,514][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `cmdb_logger`.`id`, `cmdb_logger`.`happened_time`, `cmdb_logger`.`operation`, `cmdb_logger`.`server_id`, `cmdb_logger`.`username`, `cmdb_logger`.`status`, `cmdb_logger`.`description`, `cmdb_logger`.`task_id` FROM `cmdb_logger` WHERE `cmdb_logger`.`task_id` = 1068 LIMIT 1; args=(1068,)
[2016-02-17 11:00:58,515][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT COUNT(*) AS `__count` FROM `cmdb_logger` WHERE `cmdb_logger`.`task_id` = 1068; args=(1068,)
[2016-02-17 11:00:58,602][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) INSERT INTO `cmdb_logger` (`happened_time`, `operation`, `server_id`, `username`, `status`, `description`, `task_id`) VALUES ('2016-02-17 03:00:58', 0, 3, 'root', 0, 'sending incremental file list\n./\nzhaobin\n\nsent 96 bytes  received 37 bytes  8.58 bytes/sec\ntotal size is 0  speedup is 0.00', 1068); args=[u'2016-02-17 03:00:58', 0, 3, u'root', 0, 'sending incremental file list\n./\nzhaobin\n\nsent 96 bytes  received 37 bytes  8.58 bytes/sec\ntotal size is 0  speedup is 0.00', 1068]
[2016-02-17 11:00:58,676][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) UPDATE `cmdb_server` SET `server_name` = 'saltmaster01', `ipaddr` = '192.168.26.202', `port` = 22, `username` = 'root', `password` = 'P810hUQ17NknlOkpfGSL57VUQ0gi0Idn', `new_password` = 'P810hUQ17NknlOkpfGSL57VUQ0gi0Idn', `app_id` = 1, `app_status` = 0, `publish_date` = '2016-02-17 03:00:33', `rollbackup_status` = '20160214100836', `task_id` = 1068, `ssh_check` = 0, `change_password_tag` = 0, `change_password_time` = '2016-02-16 03:58:00' WHERE `cmdb_server`.`id` = 3; args=(u'saltmaster01', u'192.168.26.202', 22, u'root', u'P810hUQ17NknlOkpfGSL57VUQ0gi0Idn', u'P810hUQ17NknlOkpfGSL57VUQ0gi0Idn', 1, False, u'2016-02-17 03:00:33', u'20160214100836', 1068, 0, 0, u'2016-02-16 03:58:00', 3)
[2016-02-17 11:00:59,018][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[2016-02-17 11:00:59,019][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[2016-02-17 11:00:59,020][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'sa7rsjv29vgz7xaoqs8g527z3isb5z1h' AND `django_session`.`expire_date` > '2016-02-17 03:00:59'); args=('sa7rsjv29vgz7xaoqs8g527z3isb5z1h', u'2016-02-17 03:00:59')
[2016-02-17 11:00:59,021][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1; args=(1,)
[2016-02-17 11:00:59,022][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `cmdb_app`.`id`, `cmdb_app`.`app_name`, `cmdb_app`.`upload_path`, `cmdb_app`.`app_path`, `cmdb_app`.`backup_path`, `cmdb_app`.`start_script_path`, `cmdb_app`.`stop_script_path`, `cmdb_app`.`publish_date`, `cmdb_app`.`war_file`, `cmdb_app`.`war_file_path`, `cmdb_app`.`task_id`, `cmdb_app`.`rollback_status` FROM `cmdb_app` WHERE `cmdb_app`.`task_id` = 1068; args=(1068,)
[2016-02-17 11:00:59,023][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `cmdb_tasklog`.`id`, `cmdb_tasklog`.`task_type`, `cmdb_tasklog`.`total_count`, `cmdb_tasklog`.`complete_count` FROM `cmdb_tasklog` WHERE `cmdb_tasklog`.`id` = 1068; args=(1068,)
[2016-02-17 11:00:59,024][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `cmdb_logger`.`id`, `cmdb_logger`.`happened_time`, `cmdb_logger`.`operation`, `cmdb_logger`.`server_id`, `cmdb_logger`.`username`, `cmdb_logger`.`status`, `cmdb_logger`.`description`, `cmdb_logger`.`task_id` FROM `cmdb_logger` WHERE `cmdb_logger`.`task_id` = 1068 LIMIT 1; args=(1068,)
[2016-02-17 11:00:59,025][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT COUNT(*) AS `__count` FROM `cmdb_logger` WHERE `cmdb_logger`.`task_id` = 1068; args=(1068,)
[2016-02-17 11:00:59,061][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[2016-02-17 11:00:59,062][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[2016-02-17 11:00:59,063][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[2016-02-17 11:00:59,063][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'sa7rsjv29vgz7xaoqs8g527z3isb5z1h' AND `django_session`.`expire_date` > '2016-02-17 03:00:59'); args=('sa7rsjv29vgz7xaoqs8g527z3isb5z1h', u'2016-02-17 03:00:59')
[2016-02-17 11:00:59,064][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.001) SET SQL_AUTO_IS_NULL = 0; args=None
[2016-02-17 11:00:59,064][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1; args=(1,)
[2016-02-17 11:00:59,065][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'sa7rsjv29vgz7xaoqs8g527z3isb5z1h' AND `django_session`.`expire_date` > '2016-02-17 03:00:59'); args=('sa7rsjv29vgz7xaoqs8g527z3isb5z1h', u'2016-02-17 03:00:59')
[2016-02-17 11:00:59,067][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.001) SELECT `cmdb_tasklog`.`id`, `cmdb_tasklog`.`task_type`, `cmdb_tasklog`.`total_count`, `cmdb_tasklog`.`complete_count` FROM `cmdb_tasklog` WHERE `cmdb_tasklog`.`id` = 1068; args=(1068,)
[2016-02-17 11:00:59,067][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1; args=(1,)
[2016-02-17 11:00:59,069][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.001) SELECT `cmdb_app`.`id`, `cmdb_app`.`app_name`, `cmdb_app`.`upload_path`, `cmdb_app`.`app_path`, `cmdb_app`.`backup_path`, `cmdb_app`.`start_script_path`, `cmdb_app`.`stop_script_path`, `cmdb_app`.`publish_date`, `cmdb_app`.`war_file`, `cmdb_app`.`war_file_path`, `cmdb_app`.`task_id`, `cmdb_app`.`rollback_status` FROM `cmdb_app` WHERE `cmdb_app`.`task_id` = 1068 LIMIT 1; args=(1068,)
[2016-02-17 11:00:59,069][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `cmdb_server`.`id`, `cmdb_server`.`server_name`, `cmdb_server`.`ipaddr`, `cmdb_server`.`port`, `cmdb_server`.`username`, `cmdb_server`.`password`, `cmdb_server`.`new_password`, `cmdb_server`.`app_id`, `cmdb_server`.`app_status`, `cmdb_server`.`publish_date`, `cmdb_server`.`rollbackup_status`, `cmdb_server`.`task_id`, `cmdb_server`.`ssh_check`, `cmdb_server`.`change_password_tag`, `cmdb_server`.`change_password_time` FROM `cmdb_server` WHERE `cmdb_server`.`app_id` = 1; args=(1,)
[2016-02-17 11:00:59,071][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.001) SELECT `cmdb_app`.`id`, `cmdb_app`.`app_name`, `cmdb_app`.`upload_path`, `cmdb_app`.`app_path`, `cmdb_app`.`backup_path`, `cmdb_app`.`start_script_path`, `cmdb_app`.`stop_script_path`, `cmdb_app`.`publish_date`, `cmdb_app`.`war_file`, `cmdb_app`.`war_file_path`, `cmdb_app`.`task_id`, `cmdb_app`.`rollback_status` FROM `cmdb_app` WHERE `cmdb_app`.`id` = 1; args=(1,)
[2016-02-17 11:00:59,073][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT COUNT(*) AS `__count` FROM `cmdb_logger` WHERE (`cmdb_logger`.`status` = 0 AND `cmdb_logger`.`task_id` = 1068); args=(0, 1068)
[2016-02-17 11:00:59,073][task_id:django.db.backends][utils.py:89] [DEBUG]- (0.000) SELECT `cmdb_logger`.`id`, `cmdb_logger`.`happened_time`, `cmdb_logger`.`operation`, `cmdb_logger`.`server_id`, `cmdb_logger`.`username`, `cmdb_logger`.`status`, `cmdb_logger`.`description`, `cmdb_logger`.`task_id` FROM `cmdb_logger` WHERE `cmdb_logger`.`task_id` = 1068; args=(1068,)
